,Unnamed: 0,Company ID,Companies,Revenue,Business Status,Revenue Growth %,Last Financing Size,Website,LinkedIn URL,Last Financing Valuation,Total Patent Documents,Active Patent Documents,Acquirers,Active Investors,Total Clinical Trials,Year Founded,Business Status Rank,Age,Age Score,Revenue QRank,Revenue Growth % QRank,Last Financing Size QRank,Last Financing Valuation QRank,Total Patent Documents QRank,Active Patent Documents QRank,Total Clinical Trials QRank,Weighted Company Score,Company Score,total_investor_score,avg_investor_score,Final Score,Company Maturity
73,73,52598-44,Flipkart,2163.09,Generating Revenue,-68.99,1000.0,www.flipkart.com,http://www.linkedin.com/company/flipkart,36000.0,59.0,6.0,Walmart,"Alphabet, Antara Capital, CPP Investments, DisruptAD, Franklin Templeton (San Mateo), Group of Marquee Investors, Jumbotail, Khazanah Nasional, Manhattan Venture Partners, Microsoft, Sanat Rao, Shoreline International, Tencent Holdings, Vulcan Capital Management, Willoughby Capital",0.0,2007.0,8,18.0,4,10.0,0.0,9.0,10.0,6.0,3.0,0.0,115.5,72.63843648208469,5697.1841567034935,69.4778555695548,71.05814602581975,71.05814602581975
811,811,13106-89,Omtool,16.17,Profitable,1.4,19.3,www.omtool.com,http://www.linkedin.com/company/omtool,19.3,6.0,0.0,Upland Software,Unknown,0.0,1991.0,10,34.0,4,4.0,1.0,3.0,3.0,3.0,0.0,0.0,70.5,43.322475570032566,98.77819511092068,98.77819511092068,71.05033534047662,71.05033534047662
112,112,10343-35,CheckFree,1028.69,Generating Revenue,15.02,4400.0,Unknown,Unknown,4400.0,1.0,1.0,Fiserv,Unknown,0.0,1981.0,8,44.0,4,10.0,5.0,10.0,10.0,1.0,1.0,0.0,116.5,73.28990228013029,275.01950543765497,68.75487635941374,71.02238931977202,71.02238931977202
197,197,59643-19,Avigilon,408.63,Profitable,15.56,974.0,www.avigilon.com,http://www.linkedin.com/company/avigilon,974.0,136.0,76.0,Motorola Solutions,Unknown,0.0,2004.0,10,21.0,4,9.0,6.0,9.0,9.0,7.0,7.0,0.0,129.5,81.75895765472312,180.73334648095914,60.24444882698638,71.00170324085475,71.00170324085475
628,628,54472-51,Axis-Shield,37.32,Profitable,0.0,382.59,axis-shield.com,Unknown,382.59,383.0,110.0,Alere,Unknown,5.0,1993.0,10,32.0,4,5.0,0.0,9.0,9.0,8.0,7.0,3.0,119.0,74.91856677524429,133.9894713362223,66.99473566811115,70.95665122167772,70.95665122167772
281,281,40843-54,Care.com,207.41,Generating Revenue,11.11,626.9,www.care.com,http://www.linkedin.com/company/care-com,626.9,0.0,0.0,IAC,Unknown,0.0,2006.0,8,19.0,4,8.0,4.0,9.0,9.0,0.0,0.0,0.0,102.5,64.16938110749184,1241.9182851154312,77.61989281971445,70.89463696360315,70.89463696360315
316,316,10207-63,Kester,175.0,Profitable,0.0,68.0,www.kester.com,http://www.linkedin.com/company/kester,68.0,0.0,0.0,Element Solutions (Specialty Chemicals),Unknown,0.0,1899.0,10,126.0,4,8.0,0.0,6.0,6.0,0.0,0.0,0.0,90.0,56.02605863192182,171.32468652692933,85.66234326346466,70.84420094769324,70.84420094769324
508,508,10583-38,Bevocal,67.0,Profitable,1761.11,206.1,www.bevocal.com,Unknown,206.1,0.0,0.0,Nuance Communications,Unknown,0.0,1999.0,10,26.0,4,6.0,10.0,8.0,8.0,0.0,0.0,0.0,108.0,67.75244299674266,811.2688600526602,73.75171455024184,70.75207877349226,70.75207877349226
91,91,41922-55,Tower Semiconductor (TAE: TSEM),1467.05,Profitable,5.22,5900.0,towersemi.com,http://www.linkedin.com/company/towerjazz-semiconductor,5900.0,291.0,236.0,Unknown,Unknown,0.0,1993.0,10,32.0,4,10.0,2.0,10.0,10.0,8.0,8.0,0.0,133.0,84.03908794788273,172.35734418725903,57.45244806241968,70.7457680051512,70.7457680051512
567,567,40748-41,Rita Medical Systems,50.31,Generating Revenue,11.04,244.0,www.ritamedical.com,http://www.linkedin.com/company/rita-medical-systems,244.0,73.0,10.0,Angiodynamics,Unknown,3.0,1994.0,8,31.0,4,6.0,4.0,8.0,8.0,7.0,4.0,2.0,110.5,69.38110749185667,432.51665293170845,72.08610882195141,70.73360815690404,70.73360815690404
404,404,53466-13,@Road,100.37,Generating Revenue,17.4,496.0,Unknown,http://www.linkedin.com/company/road,496.0,0.0,0.0,Trimble,Unknown,0.0,1996.0,8,29.0,4,7.0,6.0,9.0,9.0,0.0,0.0,0.0,102.5,64.16938110749184,769.8032430108902,76.98032430108903,70.57485270429044,70.57485270429044
541,541,59896-72,P&H Solutions,57.08,Generating Revenue,31.35,156.0,www.ph.com,http://www.linkedin.com/company/p&h-business-support-solutions-llc,156.0,0.0,0.0,ACI Worldwide,Unknown,0.0,1983.0,8,42.0,4,6.0,8.0,7.0,7.0,0.0,0.0,0.0,93.5,58.30618892508143,82.76138281193653,82.76138281193653,70.53378586850897,70.53378586850897
203,203,41194-99,SS&C Advent,403.28,Generating Revenue,4.13,2596.53,www.advent.com,http://www.linkedin.com/company/ssc-advent,2596.53,16.0,9.0,SS&C Technologies,Unknown,0.0,1983.0,8,42.0,4,9.0,2.0,10.0,10.0,4.0,4.0,0.0,115.0,72.31270358306189,205.9125104112439,68.63750347041463,70.47510352673825,70.47510352673825
532,532,12234-52,POCO Graphite,60.0,Profitable,0.0,162.9,www.poco.com,http://www.linkedin.com/company/poco-graphite-inc,162.9,83.0,27.0,Entegris,Unknown,0.0,1964.0,10,61.0,4,6.0,0.0,7.0,7.0,7.0,6.0,0.0,102.0,63.84364820846905,153.21779514853705,76.60889757426852,70.22627289136878,70.22627289136878
24,24,10010-89,Broadcom,8484.0,Profitable,1.62,37000.0,Unknown,Unknown,37000.0,1.0,0.0,Broadcom (General Purpose Semiconductors),Unknown,0.0,1991.0,10,34.0,4,10.0,1.0,10.0,10.0,1.0,0.0,0.0,117.0,73.61563517915309,133.63434200805153,66.81717100402577,70.21640309158943,70.21640309158943
63,63,41058-46,B/E Aerospace,2932.9,Generating Revenue/Not Profitable,7.45,6700.0,www.beaerospace.com,http://www.linkedin.com/company/be-aerospace,6700.0,4660.0,3207.0,Collins Aerospace,Unknown,0.0,1987.0,9,38.0,4,10.0,3.0,10.0,10.0,9.0,9.0,0.0,133.0,84.03908794788273,112.4206919909422,56.2103459954711,70.12471697167692,70.12471697167692
246,246,40464-37,Serologicals,273.34,Generating Revenue,26.51,1400.0,www.serologicals.com,Unknown,1400.0,0.0,0.0,Merck Millipore,Unknown,0.0,1994.0,8,31.0,4,8.0,7.0,10.0,10.0,0.0,0.0,0.0,111.5,70.03257328990227,209.31612913641362,69.77204304547121,69.90230816768674,69.90230816768674
754,754,56588-32,STAT-Dx,20.46,Generating Revenue,206.47,191.0,www.stat-dx.com,Unknown,191.0,77.0,70.0,Qiagen,Criteria Bio Ventures,0.0,2010.0,8,15.0,4,4.0,10.0,8.0,8.0,7.0,7.0,0.0,109.0,68.40390879478826,1211.8816359018838,71.28715505305199,69.84553192392013,69.84553192392013
540,540,51556-60,SurgiQuest,57.5,Generating Revenue,21.05,257.7,www.surgiquest.com,http://www.linkedin.com/company/surgiquest,257.7,262.0,235.0,Conmed,Unknown,6.0,2005.0,8,20.0,4,6.0,6.0,8.0,8.0,8.0,8.0,4.0,123.0,77.5244299674267,744.7228641435966,62.06023867863305,69.79233432302988,69.79233432302988
515,515,41438-35,Tanox,64.9,Generating Revenue,33.6,919.0,www.tanox.com,http://www.linkedin.com/company/tanox-inc.,919.0,333.0,69.0,Genentech,Unknown,7.0,1986.0,8,39.0,4,6.0,8.0,9.0,9.0,8.0,7.0,4.0,130.0,82.08469055374592,114.95511377466293,57.47755688733147,69.78112372053869,69.78112372053869
301,301,59979-52,Aesynt,190.0,Generating Revenue,0.0,0.0,www.aesynt.com,Unknown,0.0,56.0,16.0,Unknown,Unknown,0.0,1987.0,8,38.0,4,8.0,0.0,0.0,0.0,6.0,5.0,0.0,67.5,41.36807817589576,98.15633628157988,98.15633628157988,69.76220722873782,69.76220722873782
695,695,52980-13,Omni Ab (NAS: OABI),26.74,Generating Revenue/Not Profitable,27.07,850.0,www.omniab.com,http://www.linkedin.com/company/omniab-inc,1148.0,52.0,39.0,Avista Public Acquisition II,Unknown,0.0,2007.0,9,18.0,4,5.0,7.0,9.0,10.0,6.0,6.0,0.0,116.0,72.96416938110748,133.01971243077256,66.50985621538628,69.73701279824688,69.73701279824688
138,138,149668-48,Oxford Global Resources,700.0,Generating Revenue,0.0,21.46,www.oxfordcorp.com,http://www.linkedin.com/company/oxford-global-resources,0.0,0.0,0.0,Unknown,H.I.G. Capital,0.0,1984.0,8,41.0,4,9.0,0.0,4.0,0.0,0.0,0.0,0.0,67.0,41.04234527687296,98.36430982721286,98.36430982721286,69.70332755204291,69.70332755204291
48,48,41074-57,Trimble (NAS: TRMB),3570.6,Profitable,-6.93,800.0,www.trimble.com,http://www.linkedin.com/company/trimble,0.0,3759.0,2228.0,Unknown,Unknown,0.0,1978.0,10,47.0,4,10.0,0.0,9.0,0.0,9.0,9.0,0.0,105.0,65.79804560260585,73.60557968455582,73.60557968455582,69.70181264358084,69.70181264358084
768,768,117204-85,SimpleNexus,20.0,Generating Revenue,150.0,933.6,www.simplenexus.com,Unknown,933.6,0.0,0.0,nCino,Unknown,0.0,2011.0,8,14.0,4,4.0,10.0,9.0,9.0,0.0,0.0,0.0,99.5,62.21498371335504,308.53347714459767,77.13336928614942,69.67417649975224,69.67417649975224
1306,1310,84205-63,BillingTree,0.0,Generating Revenue,0.0,506.59,www.mybillingtree.com,http://www.linkedin.com/company/billingtree,506.59,0.0,0.0,Realtime Electronic Payments,Unknown,0.0,2003.0,8,22.0,4,0.0,0.0,9.0,9.0,0.0,0.0,0.0,72.5,44.62540716612377,94.6693869991355,94.6693869991355,69.64739708262964,69.64739708262964
2019,2041,13097-98,Tiny Prints,0.0,Generating Revenue,0.0,406.36,www.tinyprints.com,http://www.linkedin.com/company/tiny-prints,406.36,6.0,2.0,Shutterfly,Unknown,0.0,2004.0,8,21.0,4,0.0,0.0,9.0,9.0,3.0,1.0,0.0,77.5,47.88273615635179,182.39565845251246,91.19782922625623,69.54028269130401,69.54028269130401
288,288,61053-94,Miranda Technologies,200.0,Generating Revenue,9.98,374.68,www.miranda.com,Unknown,374.68,33.0,11.0,Belden,Unknown,0.0,1959.0,8,66.0,4,8.0,4.0,9.0,9.0,6.0,4.0,0.0,113.5,71.33550488599347,203.2266473966256,67.7422157988752,69.53886034243433,69.53886034243433
511,511,53774-92,Reflexis Systems,66.0,Profitable,0.0,548.0,www.reflexisinc.com,Unknown,548.0,0.0,0.0,Zebra Technologies,Unknown,0.0,2001.0,10,24.0,4,6.0,0.0,9.0,9.0,0.0,0.0,0.0,97.5,60.91205211726384,390.19441918667906,78.03888383733582,69.47546797729983,69.47546797729983
180,180,98051-95,Quest Nutrition,484.6,Profitable,0.0,1000.0,www.questnutrition.com,http://www.linkedin.com/company/quest-nutrition,1000.0,1.0,0.0,Simply Good Foods,Centerview Capital,1.0,2010.0,10,15.0,4,9.0,0.0,9.0,9.0,1.0,0.0,1.0,111.0,69.70684039087948,207.42295905571325,69.14098635190442,69.42391337139195,69.42391337139195
833,833,51043-33,Perten Instruments,14.95,Profitable,46.45,269.9,www.perten.com,Unknown,269.9,0.0,0.0,Revvity,Unknown,0.0,1962.0,10,63.0,4,3.0,9.0,8.0,8.0,0.0,0.0,0.0,97.5,60.91205211726384,77.82992265508027,77.82992265508027,69.37098738617206,69.37098738617206
95,95,10224-55,Rockwood Holdings,1420.1,Generating Revenue,4.97,5700.0,www.rocksp.com,http://www.linkedin.com/company/rockwood-specialties,5700.0,1.0,0.0,Albemarle,Unknown,0.0,2000.0,8,25.0,4,10.0,2.0,10.0,10.0,1.0,0.0,0.0,111.5,70.03257328990227,137.33448707029186,68.66724353514593,69.3499084125241,69.3499084125241
555,555,55195-48,Fine Tubes,54.71,Generating Revenue,48.09,200.0,www.finetubes.co.uk,Unknown,200.0,0.0,0.0,AMETEK,Unknown,0.0,1943.0,8,82.0,4,6.0,9.0,8.0,8.0,0.0,0.0,0.0,99.5,62.21498371335504,76.4014072944257,76.4014072944257,69.30819550389037,69.30819550389037
344,344,42168-34,Aerohive Networks,149.72,Generating Revenue,-1.02,264.0,www.aerohive.com,Unknown,264.0,10.0,9.0,Extreme Networks,Unknown,0.0,2006.0,8,19.0,4,8.0,0.0,8.0,8.0,3.0,4.0,0.0,98.5,61.56351791530945,2157.1429406942702,77.04081931050965,69.30216861290955,69.30216861290955
343,343,53411-86,Magento Commerce,150.0,Generating Revenue,0.0,1644.0,www.magento.com,Unknown,1644.0,0.0,0.0,Adobe,Unknown,0.0,2007.0,8,18.0,4,8.0,0.0,10.0,10.0,0.0,0.0,0.0,101.0,63.19218241042344,450.33145340433873,75.05524223405645,69.12371232223995,69.12371232223995
591,591,50956-84,Contact Solutions,45.9,Profitable,-0.17,69.4,www.contactsolutions.com,Unknown,69.4,18.0,10.0,Verint Systems,Unknown,0.0,2002.0,10,23.0,4,6.0,0.0,6.0,6.0,5.0,4.0,0.0,93.5,58.30618892508143,79.89363844156294,79.89363844156294,69.09991368332219,69.09991368332219
252,252,41170-15,Silicon Image,258.05,Generating Revenue,-6.64,588.48,www.siliconimage.com,Unknown,588.48,398.0,156.0,Lattice Semiconductor,Unknown,0.0,1995.0,8,30.0,4,8.0,0.0,9.0,9.0,8.0,8.0,0.0,112.5,70.68403908794788,404.5323017124581,67.42205028540968,69.05304468667879,69.05304468667879
644,644,44069-05,DFINE (Healthcare Devices and Supplies),34.83,Profitable,4.3,97.5,www.dfineinc.com,http://www.linkedin.com/company/dfine-inc-,97.5,309.0,253.0,Merit Medical Systems,Unknown,7.0,2004.0,10,21.0,4,5.0,2.0,7.0,6.0,8.0,8.0,4.0,114.0,71.66123778501628,1327.885913751222,66.3942956875611,69.0277667362887,69.0277667362887
7,7,41321-80,CVS Caremark,36750.2,Generating Revenue,11.39,26500.0,www.caremark.com,http://www.linkedin.com/company/cvscaremark,26500.0,0.0,0.0,CVS Health,Unknown,0.0,1993.0,8,32.0,4,10.0,4.0,10.0,10.0,0.0,0.0,0.0,113.0,71.00977198697068,267.78305968704603,66.94576492176151,68.9777684543661,68.9777684543661
563,563,25301-17,Ten-X,52.0,Profitable,-8.77,498.18,www.ten-x.com,http://www.linkedin.com/company/ten-x,0.0,30.0,3.0,CoStar Group,Unknown,0.0,2007.0,10,18.0,4,6.0,0.0,9.0,0.0,6.0,1.0,0.0,84.5,52.442996742671006,683.7814496298207,85.47268120372759,68.9578389731993,68.9578389731993
71,71,10556-83,Alere,2332.93,Profitable,-3.46,7100.0,www.alere.com,Unknown,7100.0,838.0,257.0,Abbott,Unknown,0.0,1981.0,10,44.0,4,10.0,0.0,10.0,10.0,9.0,8.0,0.0,131.5,83.06188925081433,163.65712111399833,54.55237370466611,68.80713147774023,68.80713147774023
163,163,41333-68,Per-Se Technologies,541.17,Generating Revenue,46.76,1800.0,www.per-se.com,Unknown,1800.0,0.0,0.0,McKesson,Unknown,0.0,1985.0,8,40.0,4,9.0,9.0,10.0,10.0,0.0,0.0,0.0,117.5,73.94136807817588,318.30544303635656,63.66108860727131,68.80122834272359,68.80122834272359
212,212,53828-56,Symphony Teleca,370.0,Generating Revenue,0.0,780.0,www.symphonyteleca.com,http://www.linkedin.com/company/4301,780.0,0.0,0.0,Harman International Industries (Stamford),Unknown,0.0,2012.0,8,13.0,4,9.0,0.0,9.0,9.0,0.0,0.0,0.0,99.5,62.21498371335504,150.6603817509752,75.3301908754876,68.77258729442133,68.77258729442133
446,446,57929-23,Thomson Video Networks,83.61,Profitable,0.0,82.51,www.thomson-networks.com,Unknown,82.51,1.0,0.0,Harmonic (Other Communications and Networking),Unknown,0.0,1995.0,10,30.0,4,7.0,0.0,6.0,6.0,1.0,0.0,0.0,88.5,55.04885993485342,247.39691130190795,82.46563710063599,68.7572485177447,68.7572485177447
262,262,11006-56,Matel Holdings,244.12,Profitable,0.0,616.77,Unknown,http://www.linkedin.com/company/citic-pacific-special-steel-holdings,616.77,0.0,0.0,Invitel Holdings,Unknown,0.0,2000.0,10,25.0,4,8.0,0.0,9.0,9.0,0.0,0.0,0.0,103.5,64.82084690553745,217.8276404057242,72.60921346857474,68.7150301870561,68.7150301870561
116,116,12007-72,GFI Group,1000.0,Generating Revenue,0.0,60.4,www.gfigroup.com,http://www.linkedin.com/company/gfi-group_2,138.22,39.0,24.0,BGC Group,Unknown,0.0,1987.0,8,38.0,4,10.0,0.0,6.0,7.0,6.0,5.0,0.0,103.0,64.49511400651465,290.3357722354393,72.58394305885983,68.53952853268724,68.53952853268724
516,516,40461-67,Confluent Surgical,64.68,Generating Revenue,0.0,255.9,Unknown,http://www.linkedin.com/company/confluent-surgical,255.9,166.0,127.0,Integra Lifesciences,Unknown,1.0,1998.0,8,27.0,4,6.0,0.0,8.0,8.0,8.0,8.0,1.0,105.0,65.79804560260585,1496.6844705155559,71.27068907216933,68.5343673373876,68.5343673373876
172,172,41226-94,Furmanite,518.43,Generating Revenue,18.45,282.3,www.furmanite.com,Unknown,282.3,0.0,0.0,Team Industrial Services,Unknown,0.0,1920.0,8,105.0,4,9.0,6.0,8.0,8.0,0.0,0.0,0.0,104.0,65.14657980456026,143.82142872574397,71.91071436287199,68.52864708371612,68.52864708371612
11,11,25348-33,"Becton, Dickinson and Company (NYS: BDX)",20867.0,Profitable,5.84,2549.76,www.bd.com,http://www.linkedin.com/company/bd1,0.0,37688.0,20772.0,Unknown,Unknown,79.0,1897.0,10,128.0,4,10.0,3.0,10.0,0.0,9.0,9.0,7.0,132.5,83.71335504885992,53.28928006805789,53.28928006805789,68.50131755845891,68.50131755845891
548,548,51332-95,Yammer,56.0,Profitable,166.67,1100.0,www.yammer.com,http://www.linkedin.com/company/yammer-inc,1100.0,7.0,5.0,Microsoft,Unknown,0.0,2008.0,10,17.0,4,6.0,10.0,10.0,10.0,3.0,3.0,0.0,123.0,77.5244299674267,2316.454879090731,59.39627895104439,68.46035445923555,68.46035445923555
635,635,13235-41,VISICU,35.73,Profitable,26.94,290.61,Unknown,http://www.linkedin.com/company/visicu,290.61,41.0,21.0,Philips,Unknown,0.0,1998.0,10,27.0,4,5.0,7.0,8.0,8.0,6.0,5.0,0.0,112.0,70.35830618892507,398.8641830697323,66.47736384495538,68.41783501694022,68.41783501694022
547,547,55051-48,VRI,56.0,Generating Revenue,0.0,317.52,www.vricares.com,http://www.linkedin.com/company/valued-relationships-inc,317.52,24.0,13.0,ModivCare,Unknown,0.0,1989.0,8,36.0,4,6.0,0.0,8.0,8.0,5.0,5.0,0.0,96.0,59.93485342019544,461.15580522822404,76.85930087137068,68.39707714578306,68.39707714578306
886,886,222608-53,CollaborateMD,11.6,Generating Revenue,22.11,76.2,www.collaboratemd.com,http://www.linkedin.com/company/CollaborateMD,76.2,0.0,0.0,EverCommerce,Unknown,0.0,1999.0,8,26.0,4,3.0,7.0,6.0,6.0,0.0,0.0,0.0,78.5,48.53420195439739,264.7684036217785,88.25613454059283,68.3951682474951,68.3951682474951
552,552,10431-82,TriVIN,55.0,Profitable,0.0,131.0,www.trivin.com,Unknown,131.0,0.0,0.0,Dealertrack,Unknown,0.0,2000.0,10,25.0,4,6.0,0.0,7.0,7.0,0.0,0.0,0.0,88.5,55.04885993485342,326.90567068514247,81.72641767128562,68.38763880306952,68.38763880306952
86,86,13382-29,VeriSign (NAS: VRSN),1575.4,Profitable,4.12,500.0,www.verisign.com,http://www.linkedin.com/company/verisign,0.0,1387.0,923.0,Unknown,Berkshire Hathaway,0.0,1995.0,10,30.0,4,10.0,2.0,9.0,0.0,9.0,9.0,0.0,108.0,67.75244299674266,1241.9621143775737,68.99789524319854,68.3751691199706,68.3751691199706
145,145,55818-28,LiveRamp,660.0,Generating Revenue,0.0,310.0,Unknown,Unknown,310.0,248.0,114.0,LiveRamp Holdings,Unknown,0.0,2005.0,8,20.0,4,9.0,0.0,8.0,8.0,8.0,8.0,0.0,111.0,69.70684039087948,1272.6462003008103,66.98137896320054,68.34410967704001,68.34410967704001
255,255,51156-55,Trulia,251.94,Generating Revenue,75.29,2000.0,www.trulia.com,http://www.linkedin.com/company/trulia,2000.0,3.0,2.0,Zillow Group,Hercules Capital,0.0,2005.0,8,20.0,4,8.0,9.0,10.0,10.0,1.0,1.0,0.0,116.5,73.28990228013029,1965.2126346725308,63.39395595717841,68.34192911865435,68.34192911865435
885,885,51148-00,Appirio,11.81,Generating Revenue,13.63,500.0,www.appirio.com,Unknown,500.0,4.0,3.0,Wipro,Unknown,0.0,2006.0,8,19.0,4,3.0,5.0,9.0,9.0,2.0,1.0,0.0,92.5,57.65472312703582,1501.4908512903864,79.0258342784414,68.3402787027386,68.3402787027386
615,615,12024-01,Kenexa,40.0,Generating Revenue,0.0,1300.0,www.kenexa.com,http://www.linkedin.com/company/kenexa,1300.0,1.0,0.0,International Business Machines,Unknown,0.0,1987.0,8,38.0,4,5.0,0.0,10.0,10.0,1.0,0.0,0.0,93.5,58.30618892508143,782.0665034351177,78.20665034351177,68.2564196342966,68.2564196342966
596,596,51591-79,Data Sciences International,44.0,Generating Revenue,0.0,71.12,www.datasci.com,http://www.linkedin.com/company/data-sciences-international,71.12,183.0,50.0,Harvard Bioscience,Unknown,0.0,1984.0,8,41.0,4,5.0,0.0,6.0,6.0,8.0,7.0,0.0,89.5,55.70032573289902,322.8602997019358,80.71507492548395,68.20770032919148,68.20770032919148
134,134,10241-56,NetSpend,747.0,Generating Revenue,0.0,2000.0,www.netspend.com,http://www.linkedin.com/company/netspend,2000.0,20.0,1.0,Unknown,Unknown,0.0,1999.0,8,26.0,4,9.0,0.0,10.0,10.0,5.0,1.0,0.0,112.0,70.35830618892507,660.3004811694027,66.03004811694026,68.19417715293267,68.19417715293267
675,675,55598-77,GH Electrotermia,29.25,Profitable,8.33,25.5,www.ghinduction.com,http://www.linkedin.com/company/gh-electrotermia,25.5,63.0,30.0,Park Ohio Holdings,Unknown,0.0,1961.0,10,64.0,4,5.0,3.0,4.0,4.0,7.0,6.0,0.0,90.0,56.02605863192182,80.1856804803611,80.1856804803611,68.10586955614146,68.10586955614146
643,643,12336-58,Catalyst Repository Systems,34.85,Generating Revenue,59.86,71.4,www.catalystsecure.com,Unknown,71.4,3.0,1.0,OpenText,Unknown,0.0,2000.0,8,25.0,4,5.0,9.0,6.0,6.0,1.0,1.0,0.0,89.5,55.70032573289902,241.04426485653048,80.34808828551016,68.02420700920459,68.02420700920459
424,424,53686-27,Pure Technologies,95.96,Generating Revenue,11.09,434.0,www.puretechltd.com,Unknown,434.0,197.0,99.0,Xylem,Unknown,0.0,1993.0,8,32.0,4,7.0,4.0,9.0,9.0,8.0,7.0,0.0,115.0,72.31270358306189,254.24023123267682,63.560057808169205,67.93638069561555,67.93638069561555
588,588,52968-16,M5 Networks,47.9,Generating Revenue,49.22,146.3,www.m5networks.com,http://www.linkedin.com/company/m5-networks-australia,146.3,0.0,0.0,Shoretel,Unknown,0.0,2000.0,8,25.0,4,6.0,9.0,7.0,7.0,0.0,0.0,0.0,95.0,59.28338762214983,841.6590243937329,76.51445676306663,67.89892219260824,67.89892219260824
630,630,42454-81,Secure Communication Systems,36.9,Profitable,0.0,230.5,www.securecomm.com,Unknown,230.5,0.0,0.0,Benchmark Electronics,Unknown,0.0,1986.0,10,39.0,4,5.0,0.0,8.0,8.0,0.0,0.0,0.0,90.0,56.02605863192182,79.52315316911297,79.52315316911297,67.7746059005174,67.7746059005174
448,448,54658-54,Valence Health,82.5,Profitable,0.0,231.3,www.valencehealth.com,Unknown,231.3,0.0,0.0,Evolent Health,Unknown,0.0,1996.0,10,29.0,4,7.0,0.0,8.0,8.0,0.0,0.0,0.0,96.0,59.93485342019544,302.44958396296346,75.61239599074086,67.77362470546815,67.77362470546815
636,636,40754-98,Penwest Pharmaceuticals,35.68,Profitable,109.78,171.8,Unknown,Unknown,171.8,279.0,70.0,Endo International,Unknown,2.0,1991.0,10,34.0,4,5.0,10.0,7.0,7.0,8.0,7.0,1.0,119.0,74.91856677524429,421.63701750237124,60.23385964319589,67.57621320922009,67.57621320922009
152,152,54313-48,Truven Health Analytics,610.72,Profitable,1.96,3141.0,www.truvenhealth.com,Unknown,3141.0,8.0,2.0,International Business Machines,Unknown,3.0,2012.0,10,13.0,4,9.0,1.0,10.0,10.0,3.0,1.0,2.0,123.5,77.85016286644951,171.83180340316363,57.27726780105454,67.56371533375203,67.56371533375203
342,342,117920-17,Innovium,150.0,Generating Revenue,0.0,1000.0,www.innovium.com,http://www.linkedin.com/company/innovium-inc.,1000.0,145.0,134.0,Marvell International,Unknown,0.0,2014.0,8,11.0,10,8.0,0.0,9.0,9.0,7.0,8.0,0.0,117.0,73.61563517915309,3013.4502739949808,61.49898518357104,67.55731018136206,67.55731018136206
414,414,56168-92,Nexmo,100.0,Profitable,63.93,232.03,www.nexmo.com,Unknown,232.03,7.0,6.0,Vonage Holdings,Unknown,0.0,2010.0,10,15.0,4,7.0,9.0,8.0,8.0,3.0,3.0,0.0,115.5,72.63843648208469,749.6948254647992,62.47456878873327,67.55650263540898,67.55650263540898
788,788,144656-11,Rimilia,18.92,Generating Revenue,19.09,150.0,www.rimilia.com,Unknown,150.0,0.0,0.0,BlackLine,Unknown,0.0,2008.0,8,17.0,4,4.0,6.0,7.0,7.0,0.0,0.0,0.0,84.5,52.442996742671006,413.2716339001719,82.65432678003438,67.54866176135269,67.54866176135269
219,219,41095-00,Trident Microsystems,356.57,Generating Revenue,0.0,0.0,Unknown,http://www.linkedin.com/company/trident-microsystems,0.0,189.0,45.0,Motorola Solutions,Unknown,0.0,1987.0,8,38.0,4,9.0,0.0,0.0,0.0,8.0,6.0,0.0,74.0,45.60260586319218,804.3081812618209,89.36757569575788,67.48509077947503,67.48509077947503
472,472,54540-10,Adjust,75.62,Profitable,17.11,967.82,www.adjust.com,http://www.linkedin.com/company/adjustcom,967.82,9.0,3.0,AppLovin,Unknown,0.0,2012.0,10,13.0,4,7.0,6.0,9.0,9.0,3.0,1.0,0.0,114.5,71.98697068403908,944.3493626287508,62.95662417525005,67.47179742964457,67.47179742964457
347,347,12649-42,United Online,144.9,Profitable,-9.82,170.0,www.unitedonline.net,http://www.linkedin.com/company/united-online,185.23,3.0,2.0,B. Riley Financial,Unknown,0.0,0.0,10,2025.0,4,8.0,0.0,7.0,7.0,1.0,1.0,0.0,96.5,60.26058631921824,298.49126183956076,74.62281545989019,67.44170088955421,67.44170088955421
303,303,41556-79,Entropic Communications,184.66,Profitable,-23.24,289.4,entropic.com,http://www.linkedin.com/company/entropic-communications,289.4,0.0,0.0,Unknown,Unknown,0.0,2001.0,10,24.0,4,8.0,0.0,8.0,8.0,0.0,0.0,0.0,99.0,61.88925081433224,2394.837190996675,72.5708239695962,67.23003739196423,67.23003739196423
526,526,63370-54,Venus Concept (NAS: VERO),61.0,Generating Revenue/Not Profitable,-16.79,1.57,www.venus.ai,http://www.linkedin.com/company/venus-concept,0.0,489.0,399.0,Unknown,"EW Healthcare Partners, HealthQuest Capital, Madryn Asset Management, Masters Capital Management, SEDCO Capital REIT Fund",35.0,2002.0,9,23.0,4,6.0,0.0,1.0,0.0,8.0,8.0,7.0,92.5,57.65472312703582,1534.240706656714,76.71203533283571,67.18337922993577,67.18337922993577
280,280,56023-12,NewVoiceMedia,209.34,Generating Revenue,17.06,350.18,www.newvoicemedia.com,Unknown,350.18,0.0,0.0,Vonage Holdings,Unknown,0.0,1998.0,8,27.0,4,8.0,6.0,8.0,8.0,0.0,0.0,0.0,101.0,63.19218241042344,1562.666861308418,71.03031187765536,67.1112471440394,67.1112471440394
