,Unnamed: 0,Company ID,Companies,Revenue,Business Status,Revenue Growth %,Last Financing Size,Website,LinkedIn URL,Last Financing Valuation,Total Patent Documents,Active Patent Documents,Acquirers,Active Investors,Total Clinical Trials,Year Founded,Business Status Rank,Age,Age Score,Revenue QRank,Revenue Growth % QRank,Last Financing Size QRank,Last Financing Valuation QRank,Total Patent Documents QRank,Active Patent Documents QRank,Total Clinical Trials QRank,Weighted Company Score,Company Score,total_investor_score,avg_investor_score,Final Score,Company Maturity
193,193,55550-53,Sage Products,430.0,Generating Revenue,13.01,2775.0,www.sageproducts.com,http://www.linkedin.com/company/strykersage,2775.0,710.0,470.0,Stryker,Unknown,11.0,1971.0,8,54.0,4,9.0,5.0,10.0,10.0,9.0,9.0,5.0,144.5,91.53094462540716,97.25988333781017,97.25988333781017,94.39541398160867,94.39541398160867
176,176,53295-58,Physio-Control,504.0,Profitable,6.0,1299.0,www.physio-control.com,Unknown,1299.0,1405.0,809.0,Stryker,Unknown,3.0,1955.0,10,70.0,4,9.0,3.0,10.0,10.0,9.0,9.0,2.0,139.5,88.27361563517914,197.6746015091265,98.83730075456324,93.55545819487119,93.55545819487119
45,45,41344-48,Invitrogen,3842.31,Profitable,0.85,15303.8,www.lifetechnologies.com,Unknown,15303.8,10009.0,5159.0,Thermo Fisher Scientific,Unknown,1.0,1987.0,10,38.0,4,10.0,1.0,10.0,10.0,9.0,9.0,1.0,136.5,86.31921824104234,98.17069594759997,98.17069594759997,92.24495709432115,92.24495709432115
233,233,54185-68,HRA Pharma,303.4,Generating Revenue,0.0,1953.12,www.hra-pharma.com,Unknown,1953.12,188.0,104.0,Perrigo Company,Unknown,17.0,1996.0,8,29.0,4,9.0,0.0,10.0,10.0,8.0,7.0,6.0,137.5,86.97068403908794,284.450095094323,94.81669836477433,90.89369120193113,90.89369120193113
122,122,51404-86,BTG,914.1,Profitable,11.1,3619.0,btgplc.com,Unknown,3619.0,7698.0,1861.0,Boston Scientific,Unknown,0.0,1948.0,10,77.0,4,9.0,4.0,10.0,10.0,9.0,9.0,0.0,135.0,85.34201954397393,189.68330768200417,94.84165384100208,90.09183669248802,90.09183669248802
177,177,58444-39,Aclara Technologies,500.0,Profitable,0.0,1100.0,www.aclara.com,http://www.linkedin.com/company/aclara,1100.0,807.0,565.0,Hubbell (Electrical Equipment),Unknown,0.0,1972.0,10,53.0,4,9.0,0.0,10.0,10.0,9.0,9.0,0.0,129.0,81.43322475570032,97.65461801178624,97.65461801178624,89.54392138374328,89.54392138374328
34,34,10248-31,Nalco Water,4607.0,Generating Revenue,11.29,8100.0,www.nalco.com,Unknown,8100.0,366.0,126.0,Ecolab,Unknown,0.0,1928.0,8,97.0,4,10.0,4.0,10.0,10.0,8.0,8.0,0.0,129.0,81.43322475570032,94.77864595492927,94.77864595492927,88.1059353553148,88.1059353553148
40,40,24761-35,Worldpay,4110.9,Profitable,3.89,24250.0,www.worldpay.com,http://www.linkedin.com/company/worldpay,24250.0,809.0,628.0,Unknown,"Adams Street Partners, Fidelity National Information Services, GTCR, Venture Worx (US)",0.0,1993.0,10,32.0,4,10.0,2.0,10.0,10.0,9.0,9.0,0.0,135.0,85.34201954397393,442.5246579827068,88.50493159654135,86.92347557025764,86.92347557025764
253,253,13282-66,inContact,254.7,Generating Revenue,21.34,1240.67,www.incontact.com,Unknown,1240.67,177.0,158.0,NICE (Business/Productivity Software),Unknown,0.0,1997.0,8,28.0,4,8.0,6.0,10.0,10.0,8.0,8.0,0.0,126.0,79.47882736156352,93.19724920693702,93.19724920693702,86.33803828425027,86.33803828425027
322,322,41956-75,Zygo (Electrical Equipment),168.01,Profitable,9.31,363.7,www.zygo.com,http://www.linkedin.com/company/zygo-corporation,363.7,1297.0,629.0,AMETEK,Unknown,0.0,1970.0,10,55.0,4,8.0,4.0,9.0,9.0,9.0,9.0,0.0,127.5,80.45602605863192,91.60873546187908,91.60873546187908,86.0323807602555,86.0323807602555
167,167,11979-91,Kyphon,530.03,Generating Revenue,39.12,4203.0,www.kyphon.com,http://www.linkedin.com/company/kyphon,4203.0,0.0,0.0,Medtronic,Unknown,13.0,1994.0,8,31.0,4,9.0,8.0,10.0,10.0,0.0,0.0,6.0,134.0,84.69055374592833,257.93062332054535,85.97687444018179,85.33371409305505,85.33371409305505
161,161,10222-84,Maidenform Brands,561.85,Profitable,-4.41,580.51,www.maidenform.com,http://www.linkedin.com/company/27037,580.51,73.0,33.0,Hanesbrands,Unknown,0.0,1920.0,10,105.0,4,9.0,0.0,9.0,9.0,7.0,6.0,0.0,120.0,75.5700325732899,95.02548821432012,95.02548821432012,85.297760393805,85.297760393805
372,372,10167-04,Eagle Test Systems,120.37,Profitable,17.84,374.39,Unknown,http://www.linkedin.com/company/eagle-test-systems,374.39,6.0,4.0,Teradyne,Unknown,0.0,1976.0,10,49.0,4,7.0,6.0,9.0,9.0,3.0,2.0,0.0,115.0,72.31270358306189,98.17069594759997,98.17069594759997,85.24169976533094,85.24169976533094
74,74,40445-11,Solutia,2086.0,Generating Revenue,3.73,4800.0,www.solutia.com,http://www.linkedin.com/company/solutia,4800.0,3764.0,760.0,Eastman Chemical,Unknown,0.0,1997.0,8,28.0,4,10.0,2.0,10.0,10.0,9.0,9.0,0.0,128.0,80.78175895765472,89.61525101208903,89.61525101208903,85.19850498487187,85.19850498487187
82,82,13380-04,William Hill,1697.58,Profitable,-16.27,4000.97,www.williamhillplc.com,http://www.linkedin.com/company/william-hill,4000.97,0.0,0.0,Caesars Entertainment,Unknown,0.0,1934.0,10,91.0,4,10.0,0.0,10.0,10.0,0.0,0.0,0.0,114.0,71.66123778501628,98.5045606363719,98.5045606363719,85.0828992106941,85.0828992106941
195,195,42054-85,NxStage Medical,425.99,Profitable,11.12,1976.0,www.nxstage.com,http://www.linkedin.com/company/nxstage-medical,1976.0,844.0,477.0,Fresenius Medical Care,Unknown,7.0,1998.0,10,27.0,4,9.0,4.0,10.0,10.0,9.0,9.0,4.0,147.0,93.15960912052115,996.7793278827993,76.67533291406149,84.91747101729132,84.91747101729132
140,140,10479-70,Fortegra,691.06,Profitable,8.81,297.0,www.fortegra.com,http://www.linkedin.com/company/fortegra-financial,1393.41,0.0,0.0,Tiptree,Warburg Pincus,0.0,1981.0,10,44.0,4,9.0,4.0,8.0,10.0,0.0,0.0,0.0,113.0,71.00977198697068,197.48000530508858,98.74000265254429,84.87488731975748,84.87488731975748
450,450,44793-10,Zogenix,81.69,Generating Revenue,498.77,1900.0,www.zogenix.com,Unknown,1900.0,186.0,67.0,UCB,Unknown,31.0,2006.0,8,19.0,4,7.0,10.0,10.0,10.0,8.0,7.0,6.0,146.5,92.83387622149836,1843.9115820295503,76.82964925123126,84.83176273636481,84.83176273636481
47,47,41307-94,Dentsply Sirona (NAS: XRAY),3719.0,Generating Revenue/Not Profitable,-5.61,750.0,www.dentsplysirona.com,http://www.linkedin.com/company/dentsplysirona,0.0,5407.0,2798.0,Unknown,Unknown,22.0,1899.0,9,126.0,4,10.0,0.0,9.0,0.0,9.0,9.0,6.0,119.5,75.2442996742671,188.4349944438013,94.21749722190064,84.73089844808388,84.73089844808388
61,61,10679-41,Oncology Therapeutics Network,3000.0,Profitable,0.0,2160.0,www.lynx2otn.com,Unknown,2160.0,0.0,0.0,McKesson,Unknown,0.0,1990.0,10,35.0,4,10.0,0.0,10.0,10.0,0.0,0.0,0.0,114.0,71.66123778501628,97.46730677825144,97.46730677825144,84.56427228163386,84.56427228163386
243,243,12085-57,Hittite Microwave,276.73,Profitable,2.96,2447.33,www.hittite.com,Unknown,2447.33,0.0,0.0,Analog Devices,Unknown,0.0,1985.0,10,40.0,4,8.0,2.0,10.0,10.0,0.0,0.0,0.0,111.0,69.70684039087948,98.77819511092068,98.77819511092068,84.24251775090008,84.24251775090008
105,105,42049-81,Spansion,1251.86,Generating Revenue/Not Profitable,28.83,2800.0,www.spansion.com,Unknown,2800.0,2467.0,896.0,Cypress Semiconductor,Unknown,0.0,1993.0,9,32.0,4,10.0,7.0,10.0,10.0,9.0,9.0,0.0,139.0,87.94788273615634,238.9322849269152,79.6440949756384,83.79598885589738,83.79598885589738
242,242,40641-85,K2M,280.62,Profitable,11.35,1380.0,www.k2m.com,Unknown,1380.0,1597.0,1229.0,Stryker,Unknown,9.0,2004.0,10,21.0,4,8.0,4.0,10.0,10.0,9.0,9.0,5.0,147.0,93.15960912052115,371.4051830878979,74.28103661757959,83.72032286905036,83.72032286905036
267,267,41424-40,Verint Americas,231.59,Generating Revenue,18.38,1085.0,Unknown,Unknown,1085.0,1194.0,926.0,Verint Systems,Unknown,0.0,1988.0,8,37.0,4,8.0,6.0,10.0,10.0,9.0,9.0,0.0,128.0,80.78175895765472,259.6074207474292,86.53580691580974,83.65878293673222,83.65878293673222
37,37,10643-59,Chart Industries (NYS: GTLS),4211.1,Profitable,11.65,1631.0,www.chartindustries.com,http://www.linkedin.com/company/chart-industries,0.0,204.0,108.0,Unknown,Unknown,0.0,1992.0,10,33.0,4,10.0,5.0,10.0,0.0,8.0,7.0,0.0,112.0,70.35830618892507,289.79555895639885,96.59851965213295,83.47841292052901,83.47841292052901
108,108,10287-73,Sotera Health (NAS: SHC),1106.79,Profitable,2.78,375.75,www.soterahealth.com,http://www.linkedin.com/company/sotera-health-llc,4260.2,12.0,5.0,Unknown,"GTCR, Warburg Pincus",0.0,0.0,10,2025.0,4,10.0,2.0,9.0,10.0,4.0,3.0,0.0,122.5,77.1986970684039,626.5866711687725,89.51238159553893,83.35553933197141,83.35553933197141
387,387,60580-27,Juno Therapeutics,111.87,Generating Revenue,40.97,10400.0,www.junotherapeutics.com,Unknown,11517.17,712.0,269.0,Celgene,Unknown,12.0,2013.0,8,12.0,10,7.0,8.0,10.0,10.0,9.0,8.0,5.0,148.5,94.13680781758956,1875.735416821815,72.14366987776212,83.14023884767585,83.14023884767585
204,204,10551-07,MEI Conlux Holdings,400.0,Profitable,0.0,820.0,www.meiglobal.com,Unknown,820.0,0.0,0.0,Crane (United States),Unknown,0.0,1969.0,10,56.0,4,9.0,0.0,9.0,9.0,0.0,0.0,0.0,106.5,66.77524429967426,98.83730075456324,98.83730075456324,82.80627252711875,82.80627252711875
257,257,168191-11,Polaris Alpha,250.0,Profitable,0.0,489.08,www.polarisalpha.com,Unknown,489.08,6.0,2.0,Parsons,Unknown,0.0,2016.0,10,9.0,10,8.0,0.0,9.0,9.0,3.0,1.0,0.0,114.5,71.98697068403908,91.0966504226678,91.0966504226678,81.54181055335344,81.54181055335344
90,90,61106-95,Progressive Finance,1500.0,Generating Revenue,0.0,700.0,www.progfinance.com,http://www.linkedin.com/company/progressive-finance,700.0,0.0,0.0,Progressive Leasing,Unknown,0.0,2000.0,8,25.0,4,10.0,0.0,9.0,9.0,0.0,0.0,0.0,102.5,64.16938110749184,98.77819511092068,98.77819511092068,81.47378810920625,81.47378810920625
154,154,521748-91,FCI Asia,600.0,Generating Revenue,0.0,1178.6,Unknown,Unknown,1178.6,0.0,0.0,Amphenol,Unknown,0.0,1988.0,8,37.0,4,9.0,0.0,10.0,10.0,0.0,0.0,0.0,104.0,65.14657980456026,97.61748225814937,97.61748225814937,81.38203103135481,81.38203103135481
354,354,51323-32,CID Lines,133.82,Generating Revenue,8.0,551.95,www.cidlines.com,http://www.linkedin.com/company/cidlines,551.95,9.0,5.0,Ecolab,Unknown,0.0,1989.0,8,36.0,4,8.0,3.0,9.0,9.0,3.0,3.0,0.0,107.0,67.10097719869707,191.1022068791437,95.55110343957185,81.32604031913445,81.32604031913445
282,282,10158-13,Decision Resources Group,207.0,Profitable,27.67,965.0,www.decisionresourcesgroup.com,Unknown,965.0,1.0,1.0,Clarivate,Unknown,0.0,1990.0,10,35.0,4,8.0,7.0,9.0,9.0,1.0,1.0,0.0,116.0,72.96416938110748,268.5297679256421,89.50992264188069,81.23704601149409,81.23704601149409
100,100,41219-02,Artesyn Embedded Technologies,1312.01,Generating Revenue,0.0,361.25,www.artesyn.com,Unknown,361.25,0.0,0.0,Advanced Energy Industries,Unknown,0.0,1968.0,8,57.0,4,10.0,0.0,9.0,9.0,0.0,0.0,0.0,102.5,64.16938110749184,98.1820959682214,98.1820959682214,81.17573853785663,81.17573853785663
248,248,10439-11,Winchester Interconnect,265.5,Profitable,6.2,680.0,www.winconn.com,http://www.linkedin.com/company/winchester-interconnect,680.0,173.0,76.0,Aptiv,Unknown,0.0,1941.0,10,84.0,4,8.0,3.0,9.0,9.0,8.0,7.0,0.0,123.5,77.85016286644951,253.3761147910086,84.4587049303362,81.15443389839285,81.15443389839285
20,20,10574-74,Baxter International (NYS: BAX),11889.0,Generating Revenue/Not Profitable,3.19,7800.0,www.baxter.com,http://www.linkedin.com/company/baxter-healthcare,0.0,21255.0,7186.0,Unknown,Unknown,338.0,1931.0,9,94.0,4,10.0,2.0,10.0,0.0,9.0,9.0,7.0,127.5,80.45602605863192,81.74465820736728,81.74465820736728,81.1003421329996,81.1003421329996
5,5,11511-37,Thermo Fisher Scientific (NYS: TMO),42898.0,Profitable,0.96,2500.0,www.thermofisher.com,http://www.linkedin.com/company/thermo-fisher-scientific,0.0,8990.0,4884.0,Unknown,Unknown,33.0,1956.0,10,69.0,4,10.0,1.0,10.0,0.0,9.0,9.0,7.0,129.5,81.75895765472312,481.0113871296794,80.16856452161323,80.96376108816818,80.96376108816818
406,406,82721-62,AERCO International,100.0,Generating Revenue,0.0,272.2,Unknown,Unknown,272.2,68.0,44.0,Watts Water Technologies,Unknown,0.0,1949.0,8,76.0,4,7.0,0.0,8.0,8.0,7.0,6.0,0.0,102.5,64.16938110749184,97.40127050186672,97.40127050186672,80.78532580467927,80.78532580467927
356,356,62439-40,Electronic Funds Source,132.8,Generating Revenue,-1.48,1444.0,www.efsllc.com,http://www.linkedin.com/company/electronic-funds-source-llc,1444.0,0.0,0.0,WEX,Unknown,0.0,1996.0,8,29.0,4,8.0,0.0,10.0,10.0,0.0,0.0,0.0,101.0,63.19218241042344,196.646541199818,98.323270599909,80.75772650516622,80.75772650516622
402,402,58741-75,Ophir Optronics Solutions,102.0,Profitable,0.0,230.0,www.ophiropt.com,http://www.linkedin.com/company/ophir-photonics-an-mks-brand,230.0,61.0,28.0,Newport (Irvine),Unknown,0.0,1976.0,10,49.0,4,7.0,0.0,8.0,8.0,7.0,6.0,0.0,109.5,68.72964169381108,92.380323803022,92.380323803022,80.55498274841653,80.55498274841653
284,284,10573-66,Hudson,205.0,Profitable,0.0,419.5,www.hudsonproducts.com,Unknown,419.5,411.0,117.0,Chart Industries,Unknown,0.0,1939.0,10,86.0,4,8.0,0.0,9.0,9.0,8.0,8.0,0.0,119.5,75.2442996742671,428.8819688040701,85.77639376081402,80.51034671754056,80.51034671754056
254,254,52495-12,Salesforce Commerce Cloud,254.08,Profitable,42.54,2929.0,www.demandware.com,Unknown,2929.0,12.0,3.0,Salesforce,Unknown,0.0,2004.0,10,21.0,4,8.0,8.0,10.0,10.0,4.0,1.0,0.0,126.5,79.80456026058631,644.5665579197953,80.57081973997441,80.18769000028036,80.18769000028036
190,190,12174-31,LifeCell (Biotechnology),450.0,Generating Revenue,0.0,2883.0,Unknown,Unknown,2883.0,1179.0,636.0,Allergan,Unknown,22.0,1986.0,8,39.0,4,9.0,0.0,10.0,10.0,9.0,9.0,6.0,140.0,88.59934853420195,429.59655343711427,71.59942557285238,80.09938705352717,80.09938705352717
259,259,12065-32,SNL Financial,250.0,Generating Revenue,0.0,2225.0,www.snl.com,Unknown,2225.0,4.0,2.0,S&P Global,Unknown,0.0,1987.0,8,38.0,4,8.0,0.0,10.0,10.0,2.0,1.0,0.0,104.5,65.47231270358306,284.0809263330948,94.6936421110316,80.08297740730733,80.08297740730733
439,439,52671-61,Entellus Medical,86.25,Generating Revenue,20.48,697.0,www.entellusmedical.com,Unknown,697.0,58.0,38.0,Stryker,"EW Healthcare Partners, Split Rock Partners",11.0,2006.0,8,19.0,4,7.0,6.0,9.0,9.0,6.0,6.0,5.0,129.5,81.75895765472312,1175.5918007762707,78.37278671841804,80.06587218657057,80.06587218657057
187,187,41244-49,Dionex,457.07,Generating Revenue,12.36,2030.0,Unknown,http://www.linkedin.com/company/dionex-corporation,2030.0,1370.0,711.0,Thermo Fisher Scientific,Unknown,0.0,1968.0,8,57.0,4,9.0,5.0,10.0,10.0,9.0,9.0,0.0,129.5,81.75895765472312,78.23130653772056,78.23130653772056,79.99513209622184,79.99513209622184
298,298,58823-29,Laboratoires Anios,191.18,Profitable,0.0,849.83,www.anios.com,http://www.linkedin.com/company/laboratoires-anios,849.83,116.0,62.0,Ecolab,Unknown,0.0,1898.0,10,127.0,4,8.0,0.0,9.0,9.0,7.0,7.0,0.0,117.5,73.94136807817588,171.1555945140824,85.5777972570412,79.75958266760854,79.75958266760854
51,51,41182-21,Red Hat,3482.65,Profitable,13.92,34000.0,www.redhat.com,http://www.linkedin.com/company/red-hat,34000.0,9274.0,7902.0,International Business Machines,Unknown,0.0,1993.0,10,32.0,4,10.0,5.0,10.0,10.0,9.0,9.0,0.0,139.5,88.27361563517914,1206.2935906365956,70.95844650803504,79.6160310716071,79.6160310716071
92,92,42081-04,Mellanox Technologies,1454.11,Profitable,27.22,7134.0,www.mellanox.com,http://www.linkedin.com/company/mellanox-technologies,7134.0,2915.0,2070.0,Nvidia,Unknown,0.0,1999.0,10,26.0,4,10.0,7.0,10.0,10.0,9.0,9.0,0.0,142.5,90.22801302931596,1309.5125060513233,68.92171084480648,79.57486193706123,79.57486193706123
160,160,54544-15,Stratasys (Printing Services (B2B)) (NAS: SSYS),564.45,Generating Revenue/Not Profitable,-9.29,120.0,www.stratasys.com,http://www.linkedin.com/company/stratasys,857.14,2480.0,1904.0,Unknown,"Fortissimo Capital, Nano Dimension",0.0,1989.0,9,36.0,4,9.0,0.0,7.0,9.0,9.0,9.0,0.0,117.0,73.61563517915309,85.49782446194861,85.49782446194861,79.55672982055086,79.55672982055086
432,432,62040-61,Syntron Material Handling,89.0,Generating Revenue,0.0,179.28,www.syntronmh.com,http://www.linkedin.com/company/syntron-material-handling,179.28,36.0,15.0,Kadant,Unknown,0.0,2014.0,8,11.0,10,7.0,0.0,7.0,7.0,6.0,5.0,0.0,102.0,63.84364820846905,95.20647087544342,95.20647087544342,79.52505954195624,79.52505954195624
178,178,54559-63,Infastech,500.0,Generating Revenue,0.0,826.4,www.infastech.com,http://www.linkedin.com/company/infastech,826.4,0.0,0.0,Stanley Black & Decker,Unknown,0.0,2010.0,8,15.0,4,9.0,0.0,9.0,9.0,0.0,0.0,0.0,99.5,62.21498371335504,96.6826397166647,96.6826397166647,79.44881171500987,79.44881171500987
265,265,120379-96,Xylem Dewatering Solutions,235.0,Profitable,17.5,580.0,www.godwinpumps.com,Unknown,580.0,2.0,1.0,Unknown,Xylem,0.0,1976.0,10,49.0,4,8.0,6.0,9.0,9.0,1.0,1.0,0.0,114.5,71.98697068403908,86.07570235347589,86.07570235347589,79.03133651875748,79.03133651875748
307,307,13140-19,DTS,181.77,Profitable,35.4,954.7,www.dts.com,http://www.linkedin.com/company/dts-inc.,954.7,881.0,627.0,Xperi,Unknown,0.0,1993.0,10,32.0,4,8.0,8.0,9.0,9.0,9.0,9.0,0.0,133.5,84.36482084690553,367.09573155505103,73.41914631101021,78.89198357895788,78.89198357895788
777,777,41126-41,Trane,19.61,Generating Revenue/Not Profitable,0.0,9600.0,www.trane.com,http://www.linkedin.com/company/trane,9600.0,2873.0,706.0,Trane Technologies,Unknown,0.0,1913.0,9,112.0,4,4.0,0.0,10.0,10.0,9.0,9.0,0.0,110.5,69.38110749185667,88.32814113560062,88.32814113560062,78.85462431372864,78.85462431372864
22,22,11590-12,Motorola Solutions (NYS: MSI),10957.0,Profitable,7.45,1300.0,www.motorolasolutions.com,http://www.linkedin.com/company/motorolasolutions,0.0,67086.0,22484.0,Unknown,Unknown,0.0,1928.0,10,97.0,4,10.0,3.0,10.0,0.0,9.0,9.0,0.0,111.5,70.03257328990227,175.3501156627379,87.67505783136895,78.85381556063561,78.85381556063561
469,469,42249-52,CPA Global,76.56,Generating Revenue,-14.89,8740.99,www.cpaglobal.com,Unknown,8740.99,73.0,16.0,Clarivate,Unknown,0.0,1969.0,8,56.0,4,7.0,0.0,10.0,10.0,7.0,5.0,0.0,111.0,69.70684039087948,788.3148388715956,87.59053765239952,78.6486890216395,78.6486890216395
320,320,10559-08,Sirenza Microdevices,168.68,Generating Revenue,41.61,880.7,Unknown,Unknown,880.7,21.0,2.0,Qorvo,Unknown,0.0,1985.0,8,40.0,4,8.0,8.0,9.0,9.0,5.0,1.0,0.0,116.5,73.28990228013029,167.0439899891414,83.5219949945707,78.40594863735049,78.40594863735049
234,234,11483-74,KAYAK Software,301.69,Generating Revenue,23.04,1900.0,www.kayak.com,http://www.linkedin.com/company/kayak,1900.0,68.0,50.0,Booking Holdings,Unknown,0.0,2004.0,8,21.0,4,9.0,7.0,10.0,10.0,7.0,7.0,0.0,128.5,81.10749185667751,1435.7419113941,75.56536375758421,78.33642780713086,78.33642780713086
28,28,11712-52,Boise Cascade (NYS: BCC),6615.37,Profitable,-4.67,157.5,www.bc.com,http://www.linkedin.com/company/boise-cascade,0.0,37.0,26.0,Unknown,Unknown,0.0,1957.0,10,68.0,4,10.0,0.0,7.0,0.0,6.0,6.0,0.0,95.0,59.28338762214983,97.25988333781017,97.25988333781017,78.27163547998,78.27163547998
401,401,100404-01,Citoxlab,102.63,Profitable,1.83,527.7,www.citoxlab.com,Unknown,527.7,0.0,0.0,Charles River Laboratories International,Unknown,0.0,1969.0,10,56.0,4,7.0,1.0,9.0,9.0,0.0,0.0,0.0,102.0,63.84364820846905,185.18045585127894,92.59022792563947,78.21693806705426,78.21693806705426
217,217,41241-52,Affymetrix,359.79,Generating Revenue,3.08,1341.8,www.affymetrix.com,http://www.linkedin.com/company/affymetrix,1341.8,2324.0,696.0,Thermo Fisher Scientific,Unknown,1.0,1991.0,8,34.0,4,9.0,2.0,10.0,10.0,9.0,9.0,1.0,128.0,80.78175895765472,151.12493344115978,75.56246672057989,78.1721128391173,78.1721128391173
98,98,10277-29,Sealy,1347.87,Generating Revenue,9.57,1172.9,www.sealy.com,http://www.linkedin.com/company/sealy,1172.9,666.0,350.0,Somnigroup International,Unknown,0.0,1880.0,8,145.0,4,10.0,4.0,10.0,10.0,9.0,8.0,0.0,130.5,82.41042345276873,516.788236085505,73.82689086935785,78.11865716106328,78.11865716106328
417,417,60904-63,SiriusDecisions,100.0,Generating Revenue,0.0,245.54,www.siriusdecisions.com,Unknown,245.54,7.0,0.0,Forrester Research,Unknown,0.0,2001.0,8,24.0,4,7.0,0.0,8.0,8.0,3.0,0.0,0.0,93.5,58.30618892508143,97.78161824723092,97.78161824723092,78.04390358615618,78.04390358615618
50,50,11672-38,Change Healthcare,3497.43,Profitable,7.15,13000.0,www.changehealthcare.com,http://www.linkedin.com/company/change-healthcare,13000.0,467.0,278.0,Optum,Israel Innovation Authority,0.0,1995.0,10,30.0,4,10.0,3.0,10.0,10.0,8.0,8.0,0.0,134.5,85.01628664495114,781.2979789243581,71.02708899312346,78.0216878190373,78.0216878190373
72,72,10637-83,Cypress Semiconductor,2205.31,Generating Revenue,-11.21,10000.0,www.cypress.com,Unknown,10000.0,4263.0,2359.0,Infineon Technologies,U.S. Venture Partners,0.0,1982.0,8,43.0,4,10.0,0.0,10.0,10.0,9.0,9.0,0.0,125.0,78.82736156351791,1155.9224149197014,77.0614943279801,77.944427945749,77.944427945749
173,173,41240-26,Onyx Pharmaceuticals,515.95,Generating Revenue,12.95,9714.0,onyx-pharm.com,Unknown,9714.0,329.0,76.0,Amgen,Unknown,0.0,1992.0,8,33.0,4,9.0,5.0,10.0,10.0,8.0,7.0,0.0,127.0,80.13029315960911,1586.9468945967192,75.5688997427009,77.84959645115501,77.84959645115501
123,123,59383-18,Luxoft Holding,910.0,Profitable,0.36,2023.0,www.luxoft.com,http://www.linkedin.com/company/luxoft,2023.0,0.0,0.0,DXC Technology,Unknown,0.0,2000.0,10,25.0,4,9.0,1.0,10.0,10.0,0.0,0.0,0.0,112.5,70.68403908794788,423.5712296974987,84.71424593949975,77.69914251372381,77.69914251372381
271,271,42170-32,Carbon Black,229.71,Profitable,23.79,2105.0,www.carbonblack.com,Unknown,2105.0,50.0,30.0,VMware,Unknown,0.0,2002.0,10,23.0,4,8.0,7.0,10.0,10.0,6.0,6.0,0.0,130.5,82.41042345276873,2991.1965294921697,72.95601291444316,77.68321818360594,77.68321818360594
321,321,41351-59,Mapinfo,168.6,Profitable,9.72,445.75,www.mapinfo.com,Unknown,445.75,24.0,7.0,Pitney Bowes,Unknown,0.0,1986.0,10,39.0,4,8.0,4.0,9.0,9.0,5.0,3.0,0.0,118.5,74.59283387622149,161.49954605138453,80.74977302569226,77.67130345095688,77.67130345095688
78,78,41287-87,Avintiv,1916.36,Generating Revenue,27.87,2260.0,www.avintiv.com,http://www.linkedin.com/company/1065166,2260.0,0.0,0.0,Berry Global,Unknown,0.0,1992.0,8,33.0,4,10.0,7.0,10.0,10.0,0.0,0.0,0.0,117.5,73.94136807817588,81.28898331456314,81.28898331456314,77.6151756963695,77.6151756963695
533,533,14198-95,Telerik,60.0,Generating Revenue,0.0,262.5,www.telerik.com,http://www.linkedin.com/company/telerik,262.5,7.0,0.0,Progress Software,Unknown,0.0,2002.0,8,23.0,4,6.0,0.0,8.0,8.0,3.0,0.0,0.0,90.5,56.351791530944624,98.77819511092068,98.77819511092068,77.56499332093264,77.56499332093264
1234,1238,41127-76,Allergan,0.0,Generating Revenue,0.0,64084.0,www.allergan.com,Unknown,64084.0,2444.0,1200.0,AbbVie,Unknown,780.0,1983.0,8,42.0,4,0.0,0.0,10.0,10.0,9.0,9.0,7.0,116.0,72.96416938110748,82.03327680479339,82.03327680479339,77.49872309295043,77.49872309295043
127,127,10148-68,CompuCom,854.0,Profitable,0.0,305.0,www.compucom.com,http://www.linkedin.com/company/compucom,305.0,6.0,2.0,Unknown,"Safeguard Scientifics, Variant Equity Advisors",0.0,0.0,10,2025.0,4,9.0,0.0,8.0,8.0,3.0,1.0,0.0,107.0,67.10097719869707,351.0809736015231,87.77024340038078,77.43561029953892,77.43561029953892
141,141,10633-78,Tornier,690.36,Profitable,70.32,1034.23,www.tornier.com,http://www.linkedin.com/company/specialty-medical-inc-,1034.23,1278.0,634.0,Wright Medical Group,Unknown,0.0,1992.0,10,33.0,4,9.0,9.0,9.0,9.0,9.0,9.0,0.0,138.0,87.29641693811074,337.85010422446646,67.57002084489329,77.43321889150201,77.43321889150201
88,88,12342-97,Altera (General Purpose Semiconductors),1540.0,Profitable,0.0,8750.0,www.altera.com,http://www.linkedin.com/company/altera-fpga,8750.0,8772.0,4265.0,Unknown,Intel,0.0,1983.0,10,42.0,4,10.0,0.0,10.0,10.0,9.0,9.0,0.0,132.0,83.38762214983713,571.3728055868227,71.42160069835283,77.40461142409498,77.40461142409498
330,330,41056-39,Micromuse,160.76,Profitable,9.68,796.9,www.micromuse.com,http://www.linkedin.com/company/micromuse,796.9,20.0,9.0,International Business Machines,Unknown,0.0,1989.0,10,36.0,4,8.0,4.0,9.0,9.0,5.0,4.0,0.0,119.0,74.91856677524429,159.7673350729258,79.8836675364629,77.4011171558536,77.4011171558536
143,143,43084-90,Inphi,682.95,Generating Revenue,86.79,9917.53,www.inphi.com,Unknown,9917.53,184.0,67.0,Marvell International,Novirian Capital,0.0,2000.0,8,25.0,4,9.0,9.0,10.0,10.0,8.0,7.0,0.0,133.0,84.03908794788273,1484.0579638112315,70.66942684815388,77.3542573980183,77.3542573980183
